Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,doors_int,seats_int,LitresPer100km,used_0_new_1,transmission_auto,age,color_primary,std_color,color_black,color_white,color_gray,color_silver,color_red,fuel_bucket,fuel_cat_Gasoline,fuel_cat_Diesel,fuel_cat_Electric,fuel_cat_Hybrid,Brand_Bucket,brand_cat_Economy,brand_cat_Luxury,brand_cat_Premium,brand_cat_Ultra Luxury,cylinders,engine_l,make_model,price_bin,make_model_segment,CarBodyType_Cleaned,log_price,age_squared,Body_type_Other,Body_type_SUV,Body_type_Sedan,Body_type_Wagon,Make_Model_cat_economy,Make_Model_cat_premium
LDV,2021.0,D90,SUV,2021 LDV D90 Executive (4WD) D20,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,9.1 L / 100 km,82977.0,Blue / Black,"Pinkenba, QLD",4 cyl,SUV, 4 Doors, 7 Seats,34990.0,4,7,9.1,0,1,2.0,Blue,others,0,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,LDV D90,20–35k,economy,SUV,10.462846164547514,4.0,0,1,0,0,1,0
Toyota,2021.0,Hilux,Ute / Tray,2021 Toyota Hilux Rugged X (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8.4 L / 100 km,20097.0,White / Black,"Brooklyn, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,73619.0,4,5,8.4,0,1,2.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.8,Toyota Hilux,65–100k,premium,Other,11.206672006933012,4.0,1,0,0,0,0,1
Holden,2016.0,Calais,Sedan,2016 Holden Calais,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,113654.0,Silver / -,"Coopers Plains, QLD",6 cyl,Sedan, 4 Doors, 5 Seats,17995.0,4,5,9.5,0,1,7.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,6,3.6,Holden Calais,0–20k,economy,Sedan,9.797904789961063,49.0,0,0,1,0,1,0
Subaru,2018.0,Forester,SUV,2018 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4 L / 100 km,62133.0,White / Black,"Melbourne, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32950.0,4,5,7.4,0,1,5.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Subaru Forester,20–35k,economy,SUV,10.402776888483789,25.0,0,1,0,0,1,0
Subaru,2013.0,Forester,SUV,2013 Subaru Forester 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.1 L / 100 km,103203.0,- / -,"Oakleigh, VIC",4 cyl,SUV, 4 Doors, 5 Seats,20747.0,4,5,8.1,0,1,10.0,-,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Subaru Forester,20–35k,economy,SUV,9.940205135471292,100.0,0,1,0,0,1,0
Kia,2020.0,RIO,Hatchback,2020 Kia RIO S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.2 L / 100 km,44523.0,White / Grey,"Keysborough, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,21970.0,5,5,6.2,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.4,Kia RIO,20–35k,budget,Hatchback,9.99747868095637,9.0,0,0,0,0,0,0
Toyota,2015.0,Hilux,Ute / Tray,2015 Toyota Hilux SR (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9 L / 100 km,196936.0,White / Black,"Pakenham, VIC",4 cyl,Ute / Tray, 2 Doors, 2 Seats,29990.0,2,2,9.0,0,1,8.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.8,Toyota Hilux,20–35k,premium,Other,10.30865261563529,64.0,1,0,0,0,0,1
Toyota,2017.0,Hilux,Ute / Tray,2017 Toyota Hilux Workmate,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.4 L / 100 km,77946.0,White / Black,"SOUTH MELBOURNE, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,34950.0,4,5,10.4,0,1,6.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.7,Toyota Hilux,20–35k,premium,Other,10.461702359555922,36.0,1,0,0,0,0,1
Hyundai,2017.0,I30,Hatchback,2017 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,63225.0,White / Grey,"Moorabbin, VIC",4 cyl,Hatchback, 4 Doors, 5 Seats,20990.0,4,5,7.4,0,1,6.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai I30,20–35k,economy,Hatchback,9.951849053414007,36.0,0,0,0,0,1,0
Holden,2014.0,Cruze,Hatchback,2014 Holden Cruze SRI,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.4 L / 100 km,90200.0,Red / Black,"Rocklea, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,13966.0,5,5,7.4,0,0,9.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.6,Holden Cruze,0–20k,budget,Hatchback,9.54445268330577,81.0,0,0,0,0,0,0
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport + TR KIT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,15958.0,White / Black,"HEIDELBERG, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,33888.0,5,5,6.0,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Toyota Corolla,20–35k,economy,Hatchback,10.43084575693648,4.0,0,0,0,0,1,0
Mazda,2010.0,CX-7,SUV,2010 Mazda CX-7 Classic (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,9.4 L / 100 km,172614.0,White / Black,"Mordialloc, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10999.0,4,5,9.4,0,1,13.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda CX-7,0–20k,budget,SUV,9.305650551780507,169.0,0,1,0,0,0,0
Hyundai,2021.0,I30,Hatchback,2021 Hyundai I30,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,29444.0,White / Black,"Nundah, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,25990.0,5,5,7.4,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai I30,20–35k,economy,Hatchback,10.165505603232393,4.0,0,0,0,0,1,0
Nissan,2013.0,Patrol,SUV,2013 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,10.9 L / 100 km,161830.0,Silver / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 7 Seats,39990.0,4,7,10.9,0,0,10.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Economy,1,0,0,0,4,3.0,Nissan Patrol,35–65k,economy,SUV,10.596409707779776,100.0,0,1,0,0,1,0
Mitsubishi,2015.0,Pajero,SUV,2015 Mitsubishi Pajero GLS LWB (4X4),USED,Automatic,"4 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,63551.0,Brown / -,"Narre Warren, VIC",4 cyl,SUV, 4 Doors, 7 Seats,43990.0,4,7,9.0,0,1,8.0,Brown,others,0,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,3.2,Mitsubishi Pajero,35–65k,premium,SUV,10.691740346523579,64.0,0,1,0,0,0,1
Isuzu,2018.0,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX HI-Ride (4X2),USED,Automatic,"4 cyl, 3 L",Rear,Diesel,7.7 L / 100 km,177839.0,White / -,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33980.0,4,5,7.7,0,1,5.0,White,white,0,1,0,0,0,Others,0,0,0,0,Luxury,0,1,0,0,4,3.0,Isuzu D-MAX,20–35k,premium,Other,10.433556823868823,25.0,1,0,0,0,0,1
Hyundai,2017.0,Tucson,SUV,2017 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,39186.0,Silver / Black,"Brooklyn, VIC",4 cyl,SUV, 4 Doors, 5 Seats,26729.0,4,5,7.9,0,1,6.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai Tucson,20–35k,economy,SUV,10.193541809132965,36.0,0,1,0,0,1,0
Volkswagen,2021.0,Tiguan,SUV,2021 Volkswagen Tiguan 110TSI Life,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,7.7 L / 100 km,41777.0,White / Grey,"Preston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38990.0,4,5,7.7,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.4,Volkswagen Tiguan,35–65k,premium,SUV,10.571086129249698,4.0,0,1,0,0,0,1
Mitsubishi,2019.0,Triton,Ute / Tray,2019 Mitsubishi Triton GLS (4X4) Premium,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,59229.0,Blue / -,"Kedron, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,47894.0,4,5,7.6,0,1,4.0,Blue,others,0,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Triton,35–65k,economy,Other,10.776766393816992,16.0,1,0,0,0,1,0
Skoda,2019.0,Octavia,Wagon,2019 Skoda Octavia RS 245 180 TSI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.5 L / 100 km,44149.0,Grey / -,"Bundoora, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,45900.0,4,5,6.5,0,1,4.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Skoda Octavia,35–65k,premium,Wagon,10.734242182303689,16.0,0,0,0,1,0,1
Toyota,2021.0,GR,Hatchback,2021 Toyota GR Yaris GR,USED,Manual,"3 cyl, 1.6 L",AWD,Premium,7.6 L / 100 km,27855.0,White / Black,"Cranbourne, VIC",3 cyl,Hatchback, 3 Doors, 4 Seats,51777.0,3,4,7.6,0,0,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,3,1.6,Toyota GR,35–65k,premium,Hatchback,10.854720627607847,4.0,0,0,0,0,0,1
Toyota,2019.0,Kluger,SUV,2019 Toyota Kluger GX (4X4),USED,Automatic,"6 cyl, 3.5 L",AWD,Unleaded,9.5 L / 100 km,57355.0,Silver / Black,"Frankston, VIC",6 cyl,SUV, 4 Doors, 7 Seats,43888.0,4,7,9.5,0,1,4.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Premium,0,0,1,0,6,3.5,Toyota Kluger,35–65k,premium,SUV,10.689418998189405,16.0,0,1,0,0,0,1
Toyota,2009.0,Corolla,Hatchback,2009 Toyota Corolla Edge,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,112255.0,Black / -,"Elsternwick, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,13990.0,5,5,7.4,0,0,14.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.8,Toyota Corolla,0–20k,economy,Hatchback,9.546169544733285,196.0,0,0,0,0,1,0
Kia,2021.0,Carnival,Wagon,2021 Kia Carnival S,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,6.5 L / 100 km,59158.0,White / Black,"Pakenham, VIC",4 cyl,Wagon, 4 Doors, 8 Seats,48888.0,4,8,6.5,0,1,2.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.2,Kia Carnival,35–65k,premium,Wagon,10.797307701282914,4.0,0,0,0,1,0,1
Audi,2018.0,Q2,SUV,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.3 L / 100 km,75278.0,Silver / Black,"Brooklyn, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32897.0,4,5,5.3,0,1,5.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,1.4,Audi Q2,20–35k,premium,SUV,10.401167144632103,25.0,0,1,0,0,0,1
Jeep,2014.0,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,128963.0,White / -,"Yatala, QLD",6 cyl,SUV, 4 Doors, 5 Seats,28980.0,4,5,7.5,0,1,9.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,6,3.0,Jeep Grand,20–35k,economy,SUV,10.274395721835582,81.0,0,1,0,0,1,0
MG,2020.0,MG3,Hatchback,2020 MG MG3 Auto Excite (with Navigation),USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,20173.0,Black / -,"Essendon Fields, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,20590.0,5,5,6.7,0,1,3.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.5,MG MG3,20–35k,budget,Hatchback,9.932609366108146,9.0,0,0,0,0,0,0
Volkswagen,2019.0,Polo,Hatchback,2019 Volkswagen Polo 85 TSI Comfortline,USED,Automatic,"3 cyl, 1 L",Front,Premium,4.9 L / 100 km,48400.0,White / -,"Rocklea, QLD",3 cyl,Hatchback, 5 Doors, 5 Seats,22865.0,5,5,4.9,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,3,1.0,Volkswagen Polo,20–35k,budget,Hatchback,10.037406370101916,16.0,0,0,0,0,0,0
Mazda,2022.0,CX-5,SUV,2022 Mazda CX-5 Akera Turbo (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.2 L / 100 km,22508.0,Black / Black,"Hendra, QLD",4 cyl,SUV, 4 Doors, 5 Seats,47772.0,4,5,8.2,0,1,1.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda CX-5,35–65k,economy,SUV,10.774215905333193,1.0,0,1,0,0,1,0
Toyota,2021.0,Corolla,Sedan,2021 Toyota Corolla Ascent Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6 L / 100 km,67864.0,Silver / Black,"Hoppers Crossing, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,31990.0,4,5,6.0,0,1,2.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Toyota Corolla,20–35k,economy,Sedan,10.373209892223665,4.0,0,0,1,0,1,0
Volkswagen,2016.0,Golf,Hatchback,2016 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.2 L / 100 km,98000.0,Grey / Grey,"Hendra, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,32990.0,5,5,6.2,0,1,7.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Volkswagen Golf,20–35k,economy,Hatchback,10.403990075979044,49.0,0,0,0,0,1,0
Nissan,2015.0,X-Trail,SUV,2015 Nissan X-Trail ST-L (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,155373.0,White / Leather,"Ipswich, QLD",4 cyl,SUV, 4 Doors, 5 Seats,17886.0,4,5,7.9,0,1,8.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.5,Nissan X-Trail,0–20k,economy,SUV,9.791829470993246,64.0,0,1,0,0,1,0
Nissan,2021.0,X-Trail,SUV,2021 Nissan X-Trail ST-L (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,14891.0,Blue / Leather,"Robina, QLD",4 cyl,SUV, 4 Doors, 5 Seats,37900.0,4,5,7.9,0,1,2.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.5,Nissan X-Trail,35–65k,economy,SUV,10.542732775946709,4.0,0,1,0,0,1,0
Nissan,2020.0,X-Trail,SUV,2020 Nissan X-Trail TI (4WD) (5YR),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,30508.0,Black / -,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,38990.0,4,5,8.3,0,1,3.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.5,Nissan X-Trail,35–65k,economy,SUV,10.571086129249698,9.0,0,1,0,0,1,0
Mitsubishi,2016.0,ASX,SUV,2016 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,172724.0,Blue / Cloth,"Kedron, QLD",4 cyl,SUV, 4 Doors, 5 Seats,16590.0,4,5,7.4,0,1,7.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mitsubishi ASX,0–20k,economy,SUV,9.716615658643356,49.0,0,1,0,0,1,0
Ford,2014.0,Focus,Hatchback,2014 Ford Focus Trend,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,121000.0,Grey / -,"Archerfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,14999.0,5,5,6.6,0,1,9.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Ford Focus,0–20k,budget,Hatchback,9.615805480084347,81.0,0,0,0,0,0,0
Mazda,2008.0,6,Sedan,2008 Mazda 6 Luxury,USED,Automatic,"4 cyl, 2.5 L",Front,Premium,8.7 L / 100 km,166046.0,White / -,"Braybrook, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,14799.0,4,5,8.7,0,1,15.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda 6,0–20k,budget,Sedan,9.602382459752207,225.0,0,0,1,0,0,0
Mazda,2014.0,6,Wagon,2014 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.2 L",Front,Diesel,5.4 L / 100 km,154200.0,White / Black,"Mordialloc, VIC",4 cyl,Wagon, 4 Doors, 5 Seats,16499.0,4,5,5.4,0,1,9.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.2,Mazda 6,0–20k,budget,Wagon,9.711115659888671,81.0,0,0,0,1,0,0
Toyota,2018.0,Corolla,Hatchback,2018 Toyota Corolla Ascent Sport (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,20345.0,White / Grey,"Essendon Fields, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,33910.0,5,5,4.2,0,1,5.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,20–35k,economy,Hatchback,10.431494724510879,25.0,0,0,0,0,1,0
Toyota,2020.0,Corolla,Hatchback,2020 Toyota Corolla ZR (hybrid),USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,23225.0,Silver / Black,"SOUTH MELBOURNE, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,40880.0,5,5,4.2,0,1,3.0,Silver,silver,0,0,0,1,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,35–65k,economy,Hatchback,10.618420686417931,9.0,0,0,0,0,1,0
Ford,2022.0,Ranger,Ute / Tray,2022 Ford Ranger Wildtrak 2.0 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,7.6 L / 100 km,9865.0,Yellow / Leather,"Mornington, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,78777.0,4,5,7.6,0,1,1.0,Yellow,others,0,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,Ford Ranger,65–100k,premium,Other,11.274389049048537,1.0,1,0,0,0,0,1
Mercedes-Benz,2018.0,A200,Hatchback,2018 Mercedes-Benz A200,USED,Automatic,"4 cyl, 1.3 L",Front,Premium,5.7 L / 100 km,18507.0,Silver / Red,"Bentleigh, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,49990.0,5,5,5.7,0,1,5.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,1.3,Mercedes-Benz A200,35–65k,premium,Hatchback,10.819598268208338,25.0,0,0,0,0,0,1
Mitsubishi,2018.0,Triton,Ute / Tray,2018 Mitsubishi Triton GLS (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,130730.0,Grey / Mmajykl10Jh022022,"Berwick, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36998.0,4,5,7.6,0,1,5.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Triton,35–65k,economy,Other,10.518646164234097,25.0,1,0,0,0,1,0
Toyota,2021.0,Camry,Sedan,2021 Toyota Camry Ascent Hybrid,USED,Automatic,"4 cyl, 2.5 L",Front,Hybrid,4.2 L / 100 km,29691.0,White / Black,"Melbourne, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,43950.0,4,5,4.2,0,1,2.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,2.5,Toyota Camry,35–65k,economy,Sedan,10.69083065598303,4.0,0,0,1,0,1,0
Volvo,2019.0,XC60,SUV,2019 Volvo XC60 T5 Inscription (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.8 L / 100 km,32110.0,Silver / -,"Eagle Farm, QLD",4 cyl,SUV, 4 Doors, 5 Seats,57700.0,4,5,7.8,0,1,4.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Volvo XC60,35–65k,economy,SUV,10.96302978336854,16.0,0,1,0,0,1,0
Honda,2008.0,Civic,Sedan,2008 Honda Civic Hybrid,USED,Automatic,"4 cyl, 1.3 L",Front,Hybrid,4.6 L / 100 km,150557.0,Grey / -,"Eagle Farm, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,11990.0,4,5,4.6,0,1,15.0,Grey,gray,0,0,1,0,0,Hybrid,0,0,0,1,Economy,1,0,0,0,4,1.3,Honda Civic,0–20k,economy,Sedan,9.391911647379434,225.0,0,0,1,0,1,0
Hyundai,2018.0,Iload,Commercial,2018 Hyundai Iload 3S Liftback,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,87000.0,White / 2018/05,"Port Melbourne, VIC",4 cyl,Commercial, 4 Doors, 3 Seats,36950.0,4,3,8.8,0,1,5.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.5,Hyundai Iload,35–65k,economy,Other,10.517347989609593,25.0,1,0,0,0,1,0
Toyota,2019.0,RAV4,SUV,2019 Toyota RAV4 GX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.5 L / 100 km,97790.0,White / Grey,"Pakenham, VIC",4 cyl,SUV, 5 Doors, 5 Seats,36990.0,5,5,6.5,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Toyota RAV4,35–65k,premium,SUV,10.518429918794682,16.0,0,1,0,0,0,1
Kia,2020.0,Sportage,SUV,2020 Kia Sportage S (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,36390.0,Red / Black,"Frankston, VIC",4 cyl,SUV, 4 Doors, 5 Seats,32990.0,4,5,7.9,0,1,3.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Kia Sportage,20–35k,economy,SUV,10.403990075979044,9.0,0,1,0,0,1,0
Nissan,2020.0,Juke,SUV,2020 Nissan Juke ST-L,USED,Automatic,"3 cyl, 1 L",Front,Premium,5.8 L / 100 km,4256.0,Silver / Black,"Brooklyn, VIC",3 cyl,SUV, 5 Doors, 5 Seats,31845.0,5,5,5.8,0,1,3.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,3,1.0,Nissan Juke,20–35k,budget,SUV,10.368667064416371,9.0,0,1,0,0,0,0
Holden,2016.0,Colorado,Ute / Tray,2016 Holden Colorado LTZ (4X4),USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.1 L / 100 km,136255.0,Orange / -,"Moorabbin, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,36990.0,4,5,9.1,0,1,7.0,Orange,others,0,0,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.8,Holden Colorado,35–65k,economy,Other,10.518429918794682,49.0,1,0,0,0,1,0
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,36922.0,White / Grey,"Tweed Heads South, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,31990.0,5,5,4.2,0,1,2.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,20–35k,economy,Hatchback,10.373209892223665,4.0,0,0,0,0,1,0
Toyota,2015.0,Landcruiser,Ute / Tray,2015 Toyota Landcruiser Workmate (4X4),USED,Manual,"8 cyl, 4.5 L",4WD,Diesel,11.5 L / 100 km,115891.0,White / -,"Acacia Ridge, QLD",8 cyl,Ute / Tray, 2 Doors, 3 Seats,79980.0,2,3,11.5,0,0,8.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,8,4.5,Toyota Landcruiser,65–100k,premium,Other,11.289544385448428,64.0,1,0,0,0,0,1
Holden,2016.0,Trax,SUV,2016 Holden Trax LTZ,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,95402.0,Blue / Black,"Hoppers Crossing, VIC",4 cyl,SUV, 4 Doors, 5 Seats,16990.0,4,5,6.9,0,1,7.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.4,Holden Trax,0–20k,budget,SUV,9.740439071085758,49.0,0,1,0,0,0,0
Ford,2022.0,Escape,SUV,2022 Ford Escape Vignale (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.6 L / 100 km,13060.0,White / Black,"Sunbury, VIC",4 cyl,SUV, 4 Doors, 5 Seats,48999.0,4,5,8.6,0,1,1.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Ford Escape,35–65k,economy,SUV,10.799575577092764,1.0,0,1,0,0,1,0
Isuzu,2018.0,D-MAX,Ute / Tray,2018 Isuzu D-MAX SX (4X4),USED,Automatic,"4 cyl, 3 L",4WD,Diesel,7.7 L / 100 km,44025.0,White / -,"Acacia Ridge, QLD",4 cyl,Ute / Tray, 2 Doors, 2 Seats,39980.0,2,2,7.7,0,1,5.0,White,white,0,1,0,0,0,Others,0,0,0,0,Luxury,0,1,0,0,4,3.0,Isuzu D-MAX,35–65k,premium,Other,10.596159620247837,25.0,1,0,0,0,0,1
