Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price,doors_int,seats_int,LitresPer100km,used_0_new_1,transmission_auto,age,color_primary,std_color,color_black,color_white,color_gray,color_silver,color_red,fuel_bucket,fuel_cat_Gasoline,fuel_cat_Diesel,fuel_cat_Electric,fuel_cat_Hybrid,Brand_Bucket,brand_cat_Economy,brand_cat_Luxury,brand_cat_Premium,brand_cat_Ultra Luxury,cylinders,engine_l,make_model,price_bin,make_model_segment,CarBodyType_Cleaned,log_price,age_squared,Body_type_Other,Body_type_SUV,Body_type_Sedan,Body_type_Wagon,Make_Model_cat_economy,Make_Model_cat_premium
Ford,2010.0,Falcon,Ute / Tray,2010 Ford Falcon XR6T 50TH Anniversary,USED,Manual,"6 cyl, 4 L",Rear,Unleaded,12.7 L / 100 km,171461.0,Black / Black Leather,"Archerfield, QLD",6 cyl,Ute / Tray, 2 Doors, 2 Seats,31990.0,2,2,12.7,0,0,13.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,6,4.0,Ford Falcon,20–35k,budget,Other,10.373209892223665,169.0,1,0,0,0,0,0
Lexus,2015.0,NX200T,SUV,2015 Lexus NX200T Luxury (awd),USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.9 L / 100 km,106150.0,Grey / -,"Kirrawee, NSW",4 cyl,SUV, 4 Doors, 5 Seats,34900.0,4,5,7.9,0,1,8.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Lexus NX200T,20–35k,economy,SUV,10.460270761075149,64.0,0,1,0,0,1,0
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,14334.0,Red / Black,"Liverpool, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,23490.0,4,5,7.4,0,1,5.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai I30,20–35k,economy,Hatchback,10.064372648053766,25.0,0,0,0,0,1,0
Hyundai,2019.0,Tucson,SUV,2019 Hyundai Tucson Active X (2WD) Black INT,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,73025.0,Silver / -,"Tweed Heads South, NSW",4 cyl,SUV, 4 Doors, 5 Seats,26990.0,4,5,7.9,0,1,4.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Hyundai Tucson,20–35k,economy,SUV,10.203258756085228,16.0,0,1,0,0,1,0
Mercedes-Benz,2015.0,C250,Sedan,2015 Mercedes-Benz C250,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,35500.0,White / Black,"Brookvale, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,39999.0,4,5,6.0,0,1,8.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Mercedes-Benz C250,35–65k,economy,Sedan,10.596634733096073,64.0,0,0,1,0,1,0
Mitsubishi,2011.0,Lancer,Sedan,2011 Mitsubishi Lancer Ralliart,USED,Automatic,"4 cyl, 2 L",AWD,Premium,10 L / 100 km,173638.0,Blue / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,23995.0,4,5,10.0,0,1,12.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mitsubishi Lancer,20–35k,budget,Sedan,10.085642428772983,144.0,0,0,1,0,0,0
Kia,2013.0,Cerato,Sedan,2013 Kia Cerato S,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.8 L / 100 km,152513.0,White / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10995.0,4,5,7.8,0,0,10.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Kia Cerato,0–20k,economy,Sedan,9.305286849285137,100.0,0,0,1,0,1,0
Mazda,2022.0,CX-3,Rockdale Mazda New,2022 Mazda CX-3 Akari (fwd),DEMO,Automatic,"4 cyl, 2 L",Front,Unleaded,6.3 L / 100 km,1420.0,Grey / Black Leather,"Arncliffe, NSW",4 cyl,SUV, 4 Doors, 5 Seats,41988.0,4,5,6.3,0,1,1.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mazda CX-3,35–65k,economy,Other,10.645162958200558,1.0,1,0,0,0,1,0
Hyundai,2017.0,Iload,Commercial,2017 Hyundai Iload 3S Liftback,USED,Manual,"4 cyl, 2.5 L",Rear,Diesel,7.6 L / 100 km,116142.0,White / Grey  Cloth,"Bankstown, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,25990.0,4,3,7.6,0,0,6.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.5,Hyundai Iload,20–35k,economy,Other,10.165505603232393,36.0,1,0,0,0,1,0
Renault,2019.0,Kangoo,Commercial,2019 Renault Kangoo Compact 1.2,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,6.5 L / 100 km,37136.0,White / Black,"Minchinbury, NSW",4 cyl,Commercial, 3 Doors, 2 Seats,27995.0,3,2,6.5,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.2,Renault Kangoo,20–35k,budget,Other,10.23981692180943,16.0,1,0,0,0,0,0
Holden,2017.0,Commodore,Sedan,2017 Holden Commodore SS-V Redline,USED,Manual,"8 cyl, 6.2 L",Rear,Premium,11.8 L / 100 km,44746.0,Orange / Black,"North Narrabeen, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,61990.0,4,5,11.8,0,0,6.0,Orange,others,0,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,8,6.2,Holden Commodore,35–65k,budget,Sedan,11.034744492199986,36.0,0,0,1,0,0,0
Ford,2013.0,Ranger,Ute / Tray,2013 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.6 L / 100 km,178132.0,Black / Black,"Slacks Creek, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,32990.0,4,5,9.6,0,1,10.0,Black,black,1,0,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,5,3.2,Ford Ranger,20–35k,premium,Other,10.403990075979044,100.0,1,0,0,0,0,1
Kia,2020.0,Cerato,Hatchback,2020 Kia Cerato S,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,57502.0,White / -,"Tweed Heads South, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,20990.0,5,5,7.4,0,1,3.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Kia Cerato,20–35k,economy,Hatchback,9.951849053414007,9.0,0,0,0,0,1,0
Honda,2017.0,Civic,Hatchback,2017 Honda Civic VTI-LX,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.1 L / 100 km,45263.0,Grey / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,39950.0,5,5,6.1,0,1,6.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.5,Honda Civic,35–65k,economy,Hatchback,10.595408982170255,36.0,0,0,0,0,1,0
Volkswagen,2022.0,Golf,Hatchback,2022 Volkswagen Golf R 4Motion,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.8 L / 100 km,15559.0,Blue / -,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,74888.0,5,5,7.8,0,1,1.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Volkswagen Golf,65–100k,economy,Hatchback,11.22376229623665,1.0,0,0,0,0,1,0
Toyota,2019.0,Yaris,Hatchback,2019 Toyota Yaris Ascent,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.4 L / 100 km,86439.0,White / Grey,"Granville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,18484.0,5,5,6.4,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.3,Toyota Yaris,0–20k,budget,Hatchback,9.824714871370732,16.0,0,0,0,0,0,0
Mazda,2017.0,CX-5,SUV,2017 Mazda CX-5 Maxx Sport (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,53014.0,Blue / Black,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27990.0,4,5,6.9,0,1,6.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mazda CX-5,20–35k,economy,SUV,10.239638308916676,36.0,0,1,0,0,1,0
Lexus,2013.0,RX450H,SUV,2013 Lexus RX450H F-Sport,USED,Automatic,"6 cyl, 3.5 L",4WD,Premium,6.4 L / 100 km,168091.0,Grey / -,"Granville, NSW",6 cyl,SUV, 4 Doors, 5 Seats,34950.0,4,5,6.4,0,1,10.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,6,3.5,Lexus RX450H,20–35k,premium,SUV,10.461702359555922,100.0,0,1,0,0,0,1
Renault,2017.0,Trafic,Commercial,2017 Renault Trafic LWB,USED,Manual,"4 cyl, 1.6 L",Front,Diesel,6.2 L / 100 km,148873.0,White / -,"Granville, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,27950.0,4,3,6.2,0,0,6.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,1.6,Renault Trafic,20–35k,economy,Other,10.238208256118535,36.0,1,0,0,0,1,0
Volkswagen,2019.0,Polo,Hatchback,2019 Volkswagen Polo 85 TSI Comfortline,USED,Automatic,"3 cyl, 1 L",Front,Premium,4.9 L / 100 km,75892.0,White / Titanium Black,"Mascot, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,22990.0,5,5,4.9,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,3,1.0,Volkswagen Polo,20–35k,budget,Hatchback,10.042858113983936,16.0,0,0,0,0,0,0
Porsche,2016.0,Macan,SUV,2016 Porsche Macan S,USED,Automatic,"6 cyl, 3 L",AWD,Premium,8.7 L / 100 km,70209.0,White / -,"Glebe, NSW",6 cyl,SUV, 4 Doors, 5 Seats,64950.0,4,5,8.7,0,1,7.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,6,3.0,Porsche Macan,35–65k,premium,SUV,11.081388418439035,49.0,0,1,0,0,0,1
Toyota,2017.0,Corolla,Hatchback,2017 Toyota Corolla Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.1 L / 100 km,21931.0,White / -,"South Hurstville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,28990.0,5,5,4.1,0,1,6.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,20–35k,economy,Hatchback,10.274740715974103,36.0,0,0,0,0,1,0
Toyota,2017.0,RAV4,SUV,2017 Toyota RAV4 GX (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,8.5 L / 100 km,119289.0,White / Bc,"Mornington, VIC",4 cyl,SUV, 4 Doors, 5 Seats,29990.0,4,5,8.5,0,1,6.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Toyota RAV4,20–35k,premium,SUV,10.30865261563529,36.0,0,1,0,0,0,1
Ford,2017.0,Escape,SUV,2017 Ford Escape Titanium (awd),USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.6 L / 100 km,109723.0,White / Leather,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990.0,4,5,5.6,0,1,6.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,Ford Escape,20–35k,economy,SUV,10.042858113983936,36.0,0,1,0,0,1,0
Land,2011.0,Rover,SUV,2011 Land Rover Discovery 4 3.0 SDV6 SE,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,199378.0,Silver / -,"Essendon, VIC",6 cyl,SUV, 4 Doors, 7 Seats,25866.0,4,7,9.3,0,1,12.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Luxury,0,1,0,0,6,3.0,Land Rover,20–35k,premium,SUV,10.160723304018108,144.0,0,1,0,0,0,1
MG,2022.0,MG3,Hatchback,2022 MG MG3 Auto Core,USED,Automatic,"4 cyl, 1.5 L",Front,Premium,6.7 L / 100 km,21989.0,White / Black,"Burwood, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,15900.0,5,5,6.7,0,1,1.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.5,MG MG3,0–20k,budget,Hatchback,9.674137279312397,1.0,0,0,0,0,0,0
Audi,2019.0,A4,Sedan,2019 Audi A4 45 Tfsi Quattro S Tronic Sport,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.3 L / 100 km,40772.0,Black / -,"Rozelle, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,49800.0,4,5,6.3,0,1,4.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Audi A4,35–65k,economy,Sedan,10.815790343132422,16.0,0,0,1,0,1,0
Honda,2019.0,HR-V,SUV,2019 Honda HR-V RS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,43082.0,Black / Leather,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,27990.0,4,5,6.9,0,1,4.0,Black,black,1,0,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.8,Honda HR-V,20–35k,economy,SUV,10.239638308916676,16.0,0,1,0,0,1,0
Mitsubishi,2015.0,Triton,Ute / Tray,2015 Mitsubishi Triton Exceed (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6 L / 100 km,148084.0,Silver / -,"Sylvania, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,33478.0,4,5,7.6,0,1,8.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Triton,20–35k,economy,Other,10.41867365557908,64.0,1,0,0,0,1,0
Renault,2021.0,Koleos,SUV,2021 Renault Koleos Intens (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,8.3 L / 100 km,18700.0,White / -,"Liverpool, NSW",4 cyl,SUV, 4 Doors, 5 Seats,39950.0,4,5,8.3,0,1,2.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Renault Koleos,35–65k,economy,SUV,10.595408982170255,4.0,0,1,0,0,1,0
Mitsubishi,2016.0,ASX,SUV,2016 Mitsubishi ASX LS (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,108026.0,Red / Grey,"Castle Hill, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19990.0,4,5,7.4,0,1,7.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mitsubishi ASX,0–20k,economy,SUV,9.903037451255743,49.0,0,1,0,0,1,0
Toyota,2018.0,Camry,Sedan,2018 Toyota Camry Ascent,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,81518.0,Silver / Black,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,27995.0,4,5,7.8,0,1,5.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Toyota Camry,20–35k,economy,Sedan,10.23981692180943,25.0,0,0,1,0,1,0
Volkswagen,2019.0,Passat,Sedan,2019 Volkswagen Passat 132 TSI Comfortline,USED,Automatic,"4 cyl, 1.8 L",Front,Premium,6 L / 100 km,108927.0,Grey / Cloth,"Greenacre, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,24888.0,4,5,6.0,0,1,4.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.8,Volkswagen Passat,20–35k,economy,Sedan,10.122181217776706,16.0,0,0,1,0,1,0
Hyundai,2015.0,I30,Hatchback,2015 Hyundai I30 Active X,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,79645.0,Red / -,"Concord, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,17990.0,5,5,7.1,0,1,8.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.8,Hyundai I30,0–20k,economy,Hatchback,9.79762691183662,64.0,0,0,0,0,1,0
Jeep,2006.0,Cherokee,SUV,2006 Jeep Cherokee Sport (4X4),USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13 L / 100 km,172095.0,Silver / -,"Morayfield, QLD",6 cyl,SUV, 4 Doors, 5 Seats,12990.0,4,5,13.0,0,1,17.0,Silver,silver,0,0,0,1,0,Gasoline,1,0,0,0,Premium,0,0,1,0,6,3.7,Jeep Cherokee,0–20k,budget,SUV,9.472012088995733,289.0,0,1,0,0,0,0
Subaru,2018.0,Outback,SUV,2018 Subaru Outback 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Unleaded,9.9 L / 100 km,52658.0,White / -,"Blacktown, NSW",6 cyl,SUV, 4 Doors, 5 Seats,39999.0,4,5,9.9,0,1,5.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,6,3.6,Subaru Outback,35–65k,economy,SUV,10.596634733096073,25.0,0,1,0,0,1,0
Kia,2021.0,Stonic,SUV,2021 Kia Stonic S,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.7 L / 100 km,16200.0,Red / Grey,"Arncliffe, NSW",4 cyl,SUV, 4 Doors, 5 Seats,22990.0,4,5,6.7,0,1,2.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,4,1.4,Kia Stonic,20–35k,economy,SUV,10.042858113983936,4.0,0,1,0,0,1,0
Mercedes-Benz,2013.0,A45,Hatchback,2013 Mercedes-Benz A45 AMG,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.9 L / 100 km,51180.0,Red / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,47950.0,5,5,6.9,0,1,10.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,2.0,Mercedes-Benz A45,35–65k,premium,Hatchback,10.777934935151473,100.0,0,0,0,0,0,1
Hyundai,2016.0,Iload,Commercial,2016 Hyundai Iload,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,109153.0,White / -,"Smithfield, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,24800.0,4,3,8.8,0,1,7.0,White,white,0,1,0,0,0,Others,0,0,0,0,Economy,1,0,0,0,4,2.5,Hyundai Iload,20–35k,economy,Other,10.118639253920785,49.0,1,0,0,0,1,0
Audi,2019.0,A3,Other,2019 Audi A3 35 Tfsi S Line Plus,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2 L / 100 km,73164.0,White / -,"Artarmon, NSW",4 cyl,Other, 4 Doors, 5 Seats,31800.0,4,5,5.2,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Luxury,0,1,0,0,4,1.4,Audi A3,20–35k,economy,Other,10.367253014814716,16.0,1,0,0,0,1,0
Ford,2014.0,Focus,Hatchback,2014 Ford Focus Titanium,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.5 L / 100 km,133000.0,Silver / -,"Molendinar, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,14990.0,5,5,5.5,0,1,9.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,Ford Focus,0–20k,budget,Hatchback,9.615205300012315,81.0,0,0,0,0,0,0
Hyundai,2019.0,Accent,Hatchback,2019 Hyundai Accent Sport,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.3 L / 100 km,103880.0,Grey / Black,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,13999.0,5,5,6.3,0,0,4.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.6,Hyundai Accent,0–20k,budget,Hatchback,9.546812608597396,16.0,0,0,0,0,0,0
BMW,2017.0,218D,Hatchback,2017 BMW 218D Active Tourer Sport Line,USED,Automatic,"4 cyl, 2 L",Front,Diesel,4.2 L / 100 km,32217.0,Silver / -,"Artarmon, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,25800.0,4,5,4.2,0,1,6.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,BMW 218D,20–35k,economy,Hatchback,10.158168529848494,36.0,0,0,0,0,1,0
Hyundai,2015.0,Accent,Hatchback,2015 Hyundai Accent Active,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6 L / 100 km,157318.0,White / -,"Morayfield, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,11990.0,5,5,6.0,0,0,8.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.6,Hyundai Accent,0–20k,budget,Hatchback,9.391911647379434,64.0,0,0,0,0,0,0
Mazda,2018.0,CX-9,SUV,2018 Mazda CX-9 GT (fwd),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.4 L / 100 km,14732.0,Red / -,"Mosman, NSW",4 cyl,SUV, 4 Doors, 7 Seats,46990.0,4,7,8.4,0,1,5.0,Red,red,0,0,0,0,1,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda CX-9,35–65k,premium,SUV,10.757711372994065,25.0,0,1,0,0,0,1
Toyota,2022.0,RAV4,SUV,2022 Toyota RAV4 GX (awd) Hybrid,USED,Automatic,"4 cyl, 2.5 L",AWD,Hybrid,4.8 L / 100 km,23212.0,White / Black,"Castle Hill, NSW",4 cyl,SUV, 5 Doors, 5 Seats,56990.0,5,5,4.8,0,1,1.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,2.5,Toyota RAV4,35–65k,premium,SUV,10.950648639613158,1.0,0,1,0,0,0,1
Mazda,2021.0,CX-3,SUV,2021 Mazda CX-3 NEO Sport (fwd),USED,Manual,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,53188.0,Blue / -,"Morayfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,24990.0,4,5,6.6,0,0,2.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.0,Mazda CX-3,20–35k,economy,SUV,10.126271039034782,4.0,0,1,0,0,1,0
BMW,2015.0,X3,SUV,2015 BMW X3 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.4 L / 100 km,71815.0,Silver / Black,"Lilydale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,28990.0,4,5,5.4,0,1,8.0,Silver,silver,0,0,0,1,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.0,BMW X3,20–35k,premium,SUV,10.274740715974103,64.0,0,1,0,0,0,1
MG,2019.0,ZS,SUV,2019 MG ZS Essence,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,6.7 L / 100 km,12890.0,White / Black,"Brookvale, NSW",3 cyl,SUV, 4 Doors, 5 Seats,23880.0,4,5,6.7,0,1,4.0,White,white,0,1,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,3,1.0,MG ZS,20–35k,economy,SUV,10.080838442676662,16.0,0,1,0,0,1,0
Suzuki,2021.0,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,16615.0,Grey / Black,"Penrith, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,21888.0,4,5,5.4,0,1,2.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,1.4,Suzuki Baleno,20–35k,budget,Hatchback,9.993739506513155,4.0,0,0,0,0,0,0
Mazda,2020.0,CX-5,SUV,2020 Mazda CX-5 Touring (4X4),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5 L / 100 km,61227.0,Blue / Black,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,33990.0,4,5,7.5,0,1,3.0,Blue,others,0,0,0,0,0,Gasoline,1,0,0,0,Premium,0,0,1,0,4,2.5,Mazda CX-5,20–35k,economy,SUV,10.43385106267516,9.0,0,1,0,0,1,0
Nissan,2017.0,Qashqai,SUV,2017 Nissan Qashqai N-TEC,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9 L / 100 km,100023.0,Grey / -,"Blacktown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,23990.0,4,5,6.9,0,1,6.0,Grey,gray,0,0,1,0,0,Gasoline,1,0,0,0,Economy,1,0,0,0,4,2.0,Nissan Qashqai,20–35k,economy,SUV,10.085434038999999,36.0,0,1,0,0,1,0
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla Ascent Sport Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2 L / 100 km,44200.0,White / -,"Liverpool, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,32888.0,5,5,4.2,0,1,2.0,White,white,0,1,0,0,0,Hybrid,0,0,0,1,Premium,0,0,1,0,4,1.8,Toyota Corolla,20–35k,economy,Hatchback,10.40089353434265,4.0,0,0,0,0,1,0
Ford,2019.0,Ranger,Ute / Tray,2019 Ford Ranger Wildtrak 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,131554.0,White / Black,"Epping, VIC",5 cyl,Ute / Tray, 4 Doors, 5 Seats,50705.0,4,5,8.9,0,1,4.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,5,3.2,Ford Ranger,35–65k,premium,Other,10.833799525772537,16.0,1,0,0,0,0,1
Mitsubishi,2019.0,Pajero,SUV,2019 Mitsubishi Pajero Sport GLS (4X4) 7 Seat,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,8 L / 100 km,53477.0,White / -,"Alexandria, NSW",4 cyl,SUV, 4 Doors, 7 Seats,39990.0,4,7,8.0,0,1,4.0,White,white,0,1,0,0,0,Others,0,0,0,0,Premium,0,0,1,0,4,2.4,Mitsubishi Pajero,35–65k,premium,SUV,10.596409707779776,16.0,0,1,0,0,0,1
Audi,2016.0,Q5,SUV,2016 Audi Q5 2.0 TDI Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,6.1 L / 100 km,40657.0,Grey / Black Leather,"Brookvale, NSW",4 cyl,SUV, 4 Doors, 5 Seats,38888.0,4,5,6.1,0,1,7.0,Grey,gray,0,0,1,0,0,Others,0,0,0,0,Luxury,0,1,0,0,4,2.0,Audi Q5,35–65k,premium,SUV,10.568466713268153,49.0,0,1,0,0,0,1
